* Freq(Hz), SPL(dB), Phase(degrees)
9300.217, -3.948, 30.454
9300.582, -3.948, 30.455
9300.949, -3.948, 30.457
9301.314, -3.948, 30.459
9301.682, -3.948, 30.460
9302.047, -3.948, 30.460
9302.414, -3.948, 30.461
9302.779, -3.948, 30.462
9303.146, -3.948, 30.463
9303.512, -3.948, 30.464
9303.879, -3.948, 30.465
9304.244, -3.948, 30.467
9304.611, -3.948, 30.468
9304.977, -3.948, 30.469
9305.344, -3.948, 30.469
9305.709, -3.948, 30.470
9306.076, -3.948, 30.472
9306.441, -3.948, 30.473
9306.809, -3.948, 30.475
9307.174, -3.948, 30.476
9307.541, -3.948, 30.477
9307.906, -3.948, 30.478
9308.273, -3.948, 30.480
9308.639, -3.948, 30.481
9309.006, -3.948, 30.482
9309.371, -3.948, 30.484
9309.738, -3.948, 30.485
9310.104, -3.948, 30.486
9310.471, -3.948, 30.486
9310.836, -3.948, 30.487
9311.203, -3.948, 30.488
9311.568, -3.948, 30.489
9311.936, -3.948, 30.490
9312.301, -3.948, 30.492
9312.668, -3.948, 30.493
9313.033, -3.948, 30.494
9313.400, -3.948, 30.495
9313.766, -3.948, 30.497
9314.133, -3.948, 30.498
9314.498, -3.948, 30.499
9314.865, -3.948, 30.500
9315.230, -3.948, 30.502
9315.598, -3.948, 30.503
9315.963, -3.948, 30.504
9316.330, -3.948, 30.505
9316.695, -3.948, 30.507
9317.062, -3.948, 30.508
9317.428, -3.948, 30.509
9317.795, -3.948, 30.510
9318.160, -3.948, 30.511
9318.527, -3.948, 30.512
9318.893, -3.948, 30.513
9319.260, -3.948, 30.514
9319.625, -3.948, 30.516
9319.992, -3.948, 30.517
9320.357, -3.948, 30.519
9320.725, -3.948, 30.520
9321.090, -3.948, 30.521
9321.457, -3.948, 30.522
9321.824, -3.948, 30.523
9322.189, -3.948, 30.524
9322.557, -3.948, 30.526
9322.922, -3.948, 30.527
9323.289, -3.948, 30.528
9323.654, -3.948, 30.530
9324.021, -3.948, 30.531
9324.387, -3.948, 30.532
9324.754, -3.948, 30.532
9325.119, -3.948, 30.533
9325.486, -3.948, 30.534
9325.852, -3.948, 30.535
9326.219, -3.948, 30.536
9326.584, -3.948, 30.538
9326.951, -3.948, 30.539
9327.316, -3.948, 30.540
9327.684, -3.948, 30.541
9328.049, -3.948, 30.543
9328.416, -3.948, 30.544
9328.781, -3.948, 30.545
9329.148, -3.948, 30.547
9329.514, -3.948, 30.548
9329.881, -3.948, 30.549
9330.246, -3.948, 30.550
9330.613, -3.948, 30.551
9330.979, -3.948, 30.552
9331.346, -3.948, 30.554
9331.711, -3.948, 30.555
9332.078, -3.948, 30.556
9332.443, -3.948, 30.558
9332.811, -3.948, 30.559
9333.176, -3.948, 30.560
9333.543, -3.948, 30.561
9333.908, -3.948, 30.562
9334.275, -3.948, 30.563
9334.641, -3.948, 30.564
9335.008, -3.948, 30.565
9335.373, -3.948, 30.566
9335.740, -3.948, 30.567
9336.105, -3.948, 30.568
9336.473, -3.948, 30.569
9336.838, -3.948, 30.571
9337.205, -3.948, 30.572
9337.570, -3.948, 30.574
9337.938, -3.948, 30.575
9338.303, -3.948, 30.576
9338.670, -3.948, 30.577
9339.035, -3.948, 30.578
9339.402, -3.948, 30.579
9339.768, -3.948, 30.581
9340.135, -3.948, 30.582
9340.500, -3.948, 30.583
9340.867, -3.948, 30.584
9341.232, -3.948, 30.585
9341.600, -3.948, 30.587
9341.965, -3.948, 30.588
9342.332, -3.948, 30.589
9342.697, -3.948, 30.590
9343.064, -3.948, 30.591
9343.430, -3.948, 30.592
9343.797, -3.948, 30.593
9344.162, -3.948, 30.594
9344.529, -3.948, 30.595
9344.895, -3.948, 30.597
9345.262, -3.948, 30.598
9345.627, -3.948, 30.599
9345.994, -3.948, 30.601
9346.359, -3.948, 30.602
9346.727, -3.948, 30.603
9347.092, -3.948, 30.603
9347.459, -3.948, 30.604
9347.824, -3.948, 30.606
9348.191, -3.948, 30.607
9348.557, -3.948, 30.609
9348.924, -3.948, 30.610
9349.289, -3.948, 30.612
9349.656, -3.948, 30.613
9350.021, -3.948, 30.614
9350.389, -3.948, 30.615
9350.754, -3.948, 30.616
9351.121, -3.948, 30.617
9351.486, -3.948, 30.618
9351.854, -3.948, 30.620
9352.219, -3.948, 30.621
9352.586, -3.948, 30.622
9352.951, -3.948, 30.623
9353.318, -3.948, 30.624
9353.684, -3.948, 30.625
9354.051, -3.948, 30.626
9354.416, -3.948, 30.628
9354.783, -3.948, 30.629
9355.148, -3.948, 30.631
9355.516, -3.948, 30.632
9355.881, -3.948, 30.632
9356.248, -3.948, 30.633
9356.613, -3.948, 30.633
9356.980, -3.948, 30.635
9357.346, -3.948, 30.636
9357.713, -3.948, 30.638
9358.078, -3.948, 30.640
9358.445, -3.948, 30.641
9358.811, -3.948, 30.642
9359.178, -3.948, 30.643
9359.543, -3.948, 30.644
9359.910, -3.948, 30.645
9360.275, -3.948, 30.646
9360.643, -3.948, 30.648
9361.008, -3.948, 30.649
9361.375, -3.948, 30.650
9361.740, -3.948, 30.651
9362.107, -3.948, 30.652
9362.473, -3.948, 30.653
9362.840, -3.948, 30.654
9363.205, -3.948, 30.656
9363.572, -3.948, 30.657
9363.938, -3.948, 30.658
9364.305, -3.948, 30.659
9364.670, -3.948, 30.660
9365.037, -3.948, 30.661
9365.402, -3.948, 30.662
9365.770, -3.948, 30.664
9366.135, -3.948, 30.665
9366.502, -3.948, 30.666
9366.867, -3.948, 30.668
9367.234, -3.948, 30.669
9367.600, -3.948, 30.670
9367.967, -3.948, 30.671
9368.332, -3.948, 30.672
9368.699, -3.948, 30.673
9369.064, -3.948, 30.674
9369.432, -3.948, 30.675
9369.797, -3.948, 30.676
9370.164, -3.948, 30.678
9370.529, -3.948, 30.679
9370.896, -3.948, 30.681
9371.262, -3.948, 30.682
9371.629, -3.948, 30.683
9371.994, -3.948, 30.684
9372.361, -3.948, 30.685
9372.727, -3.948, 30.686
9373.094, -3.948, 30.687
9373.459, -3.948, 30.688
9373.826, -3.948, 30.690
9374.191, -3.948, 30.691
9374.559, -3.948, 30.691
9374.924, -3.948, 30.692
9375.291, -3.948, 30.694
9375.656, -3.948, 30.695
9376.023, -3.948, 30.697
9376.389, -3.948, 30.699
9376.756, -3.948, 30.700
9377.121, -3.948, 30.701
9377.488, -3.948, 30.702
9377.854, -3.948, 30.703
9378.221, -3.948, 30.704
9378.586, -3.948, 30.705
9378.953, -3.948, 30.707
9379.318, -3.948, 30.708
9379.686, -3.948, 30.709
9380.051, -3.948, 30.709
9380.418, -3.948, 30.710
9380.783, -3.948, 30.711
9381.150, -3.948, 30.712
9381.516, -3.948, 30.714
9381.883, -3.948, 30.715
9382.248, -3.948, 30.716
9382.615, -3.948, 30.718
9382.980, -3.948, 30.719
9383.348, -3.948, 30.720
9383.713, -3.948, 30.721
9384.080, -3.948, 30.722
9384.445, -3.948, 30.724
9384.812, -3.948, 30.725
9385.178, -3.948, 30.726
9385.545, -3.948, 30.727
9385.910, -3.948, 30.729
9386.277, -3.948, 30.730
9386.643, -3.948, 30.731
9387.010, -3.948, 30.732
9387.375, -3.948, 30.733
9387.742, -3.948, 30.734
9388.107, -3.948, 30.735
9388.475, -3.948, 30.737
9388.840, -3.948, 30.738
9389.207, -3.948, 30.739
9389.572, -3.948, 30.741
9389.939, -3.948, 30.742
9390.305, -3.948, 30.743
9390.672, -3.948, 30.745
9391.037, -3.948, 30.745
9391.404, -3.948, 30.746
9391.770, -3.948, 30.748
9392.137, -3.948, 30.749
9392.502, -3.948, 30.750
9392.869, -3.948, 30.751
9393.234, -3.948, 30.752
9393.602, -3.948, 30.753
9393.967, -3.948, 30.754
9394.334, -3.948, 30.755
9394.699, -3.948, 30.756
9395.066, -3.948, 30.758
9395.432, -3.948, 30.759
9395.799, -3.948, 30.761
9396.164, -3.948, 30.762
9396.531, -3.948, 30.763
9396.896, -3.948, 30.763
9397.264, -3.948, 30.764
9397.629, -3.948, 30.765
9397.996, -3.948, 30.767
9398.361, -3.948, 30.768
9398.729, -3.948, 30.769
9399.094, -3.948, 30.771
9399.461, -3.948, 30.772
9399.826, -3.948, 30.773
9400.193, -3.948, 30.774
9400.559, -3.948, 30.776
9400.926, -3.948, 30.777
9401.291, -3.948, 30.778
9401.658, -3.948, 30.779
9402.023, -3.948, 30.780
9402.391, -3.948, 30.781
9402.756, -3.948, 30.783
9403.123, -3.948, 30.784
9403.488, -3.948, 30.785
9403.855, -3.948, 30.786
9404.221, -3.948, 30.787
9404.588, -3.948, 30.789
9404.953, -3.948, 30.790
9405.320, -3.948, 30.791
9405.686, -3.948, 30.792
9406.053, -3.948, 30.793
9406.420, -3.948, 30.794
9406.785, -3.948, 30.795
9407.152, -3.948, 30.797
9407.518, -3.948, 30.798
9407.885, -3.948, 30.800
9408.250, -3.948, 30.801
9408.617, -3.948, 30.802
9408.982, -3.948, 30.803
9409.350, -3.948, 30.803
9409.715, -3.948, 30.804
9410.082, -3.948, 30.806
9410.447, -3.948, 30.807
9410.814, -3.948, 30.808
9411.180, -3.948, 30.810
9411.547, -3.948, 30.811
9411.912, -3.948, 30.812
9412.279, -3.948, 30.813
9412.645, -3.948, 30.814
9413.012, -3.948, 30.816
9413.377, -3.948, 30.817
9413.744, -3.948, 30.818
9414.109, -3.948, 30.819
9414.477, -3.948, 30.820
9414.842, -3.948, 30.821
9415.209, -3.948, 30.822
9415.574, -3.948, 30.823
9415.941, -3.948, 30.825
9416.307, -3.948, 30.826
9416.674, -3.948, 30.827
9417.039, -3.948, 30.828
9417.406, -3.948, 30.829
9417.771, -3.948, 30.830
9418.139, -3.948, 30.832
9418.504, -3.948, 30.833
9418.871, -3.948, 30.834
9419.236, -3.948, 30.836
9419.604, -3.948, 30.837
9419.969, -3.948, 30.837
9420.336, -3.948, 30.838
9420.701, -3.948, 30.840
9421.068, -3.948, 30.841
9421.434, -3.948, 30.842
9421.801, -3.948, 30.843
9422.166, -3.948, 30.844
9422.533, -3.948, 30.845
9422.898, -3.948, 30.846
9423.266, -3.948, 30.847
9423.631, -3.948, 30.849
9423.998, -3.948, 30.850
9424.363, -3.948, 30.852
9424.730, -3.948, 30.853
9425.096, -3.948, 30.854
9425.463, -3.948, 30.855
9425.828, -3.948, 30.857
9426.195, -3.948, 30.858
9426.561, -3.948, 30.859
9426.928, -3.948, 30.861
9427.293, -3.948, 30.862
9427.660, -3.948, 30.863
9428.025, -3.948, 30.864
9428.393, -3.948, 30.865
9428.758, -3.948, 30.866
9429.125, -3.948, 30.867
9429.490, -3.948, 30.868
9429.857, -3.948, 30.870
9430.223, -3.948, 30.871
9430.590, -3.948, 30.872
9430.955, -3.948, 30.873
9431.322, -3.948, 30.874
9431.688, -3.948, 30.875
9432.055, -3.948, 30.877
9432.420, -3.948, 30.878
9432.787, -3.948, 30.879
9433.152, -3.948, 30.881
9433.520, -3.948, 30.882
9433.885, -3.948, 30.883
9434.252, -3.948, 30.883
9434.617, -3.948, 30.884
9434.984, -3.948, 30.885
9435.350, -3.948, 30.887
9435.717, -3.948, 30.888
9436.082, -3.948, 30.890
9436.449, -3.948, 30.891
9436.814, -3.948, 30.892
9437.182, -3.948, 30.893
9437.547, -3.948, 30.894
9437.914, -3.948, 30.896
9438.279, -3.948, 30.897
9438.646, -3.948, 30.898
9439.012, -3.948, 30.900
9439.379, -3.948, 30.901
9439.744, -3.948, 30.902
9440.111, -3.948, 30.902
9440.477, -3.948, 30.903
9440.844, -3.948, 30.904
9441.209, -3.948, 30.905
9441.576, -3.948, 30.907
9441.941, -3.948, 30.908
9442.309, -3.948, 30.909
9442.674, -3.948, 30.911
9443.041, -3.948, 30.912
9443.406, -3.948, 30.913
9443.773, -3.948, 30.914
9444.139, -3.948, 30.915
9444.506, -3.948, 30.917
9444.871, -3.948, 30.918
9445.238, -3.948, 30.919
9445.604, -3.948, 30.920
9445.971, -3.948, 30.921
9446.336, -3.948, 30.922
9446.703, -3.948, 30.923
9447.068, -3.948, 30.924
9447.436, -3.948, 30.925
9447.801, -3.948, 30.927
9448.168, -3.948, 30.928
9448.533, -3.948, 30.929
9448.900, -3.948, 30.931
9449.266, -3.948, 30.932
9449.633, -3.948, 30.934
9449.998, -3.948, 30.935
9450.365, -3.948, 30.936
9450.730, -3.948, 30.937
9451.098, -3.948, 30.938
9451.463, -3.948, 30.939
9451.830, -3.948, 30.940
9452.195, -3.948, 30.942
9452.562, -3.948, 30.943
9452.928, -3.948, 30.944
9453.295, -3.948, 30.945
9453.660, -3.948, 30.946
9454.027, -3.948, 30.948
9454.393, -3.948, 30.949
9454.760, -3.948, 30.951
9455.125, -3.948, 30.952
9455.492, -3.948, 30.952
9455.857, -3.948, 30.953
9456.225, -3.948, 30.954
9456.590, -3.948, 30.955
9456.957, -3.948, 30.957
9457.322, -3.948, 30.959
9457.689, -3.948, 30.960
9458.055, -3.948, 30.961
9458.422, -3.948, 30.962
9458.787, -3.948, 30.962
9459.154, -3.948, 30.963
9459.520, -3.948, 30.965
9459.887, -3.948, 30.966
9460.252, -3.948, 30.967
9460.619, -3.948, 30.968
9460.984, -3.948, 30.969
9461.352, -3.948, 30.970
9461.717, -3.948, 30.971
9462.084, -3.948, 30.972
9462.449, -3.948, 30.974
9462.816, -3.948, 30.975
9463.182, -3.948, 30.977
9463.549, -3.948, 30.978
9463.914, -3.948, 30.979
9464.281, -3.948, 30.981
9464.646, -3.948, 30.982
9465.014, -3.948, 30.982
9465.379, -3.948, 30.983
9465.746, -3.948, 30.984
9466.111, -3.948, 30.986
9466.479, -3.948, 30.987
9466.844, -3.948, 30.989
9467.211, -3.948, 30.990
9467.576, -3.948, 30.991
9467.943, -3.948, 30.992
9468.309, -3.948, 30.993
9468.676, -3.948, 30.994
9469.041, -3.948, 30.995
9469.408, -3.948, 30.997
9469.773, -3.948, 30.998
9470.141, -3.948, 30.999
9470.506, -3.948, 31.000
9470.873, -3.948, 31.001
9471.238, -3.948, 31.003
9471.605, -3.948, 31.004
9471.971, -3.948, 31.005
9472.338, -3.948, 31.007
9472.703, -3.948, 31.008
9473.070, -3.948, 31.009
9473.436, -3.948, 31.010
9473.803, -3.948, 31.011
9474.168, -3.948, 31.012
9474.535, -3.948, 31.013
9474.900, -3.948, 31.014
9475.268, -3.948, 31.016
9475.633, -3.948, 31.017
9476.000, -3.948, 31.019
9476.365, -3.948, 31.020
9476.732, -3.948, 31.021
9477.098, -3.948, 31.022
9477.465, -3.948, 31.023
9477.830, -3.948, 31.024
9478.197, -3.948, 31.025
9478.562, -3.948, 31.026
9478.930, -3.948, 31.028
9479.295, -3.948, 31.029
9479.662, -3.948, 31.030
9480.027, -3.948, 31.031
9480.395, -3.948, 31.032
9480.760, -3.948, 31.033
9481.127, -3.948, 31.034
9481.492, -3.948, 31.035
9481.859, -3.948, 31.036
9482.225, -3.948, 31.037
9482.592, -3.948, 31.038
9482.957, -3.948, 31.039
9483.324, -3.948, 31.040
9483.689, -3.948, 31.042
9484.057, -3.948, 31.044
9484.422, -3.948, 31.045
9484.789, -3.948, 31.047
9485.154, -3.948, 31.048
9485.521, -3.948, 31.049
9485.887, -3.948, 31.049
9486.254, -3.948, 31.051
9486.619, -3.948, 31.052
9486.986, -3.948, 31.053
9487.352, -3.948, 31.054
9487.719, -3.948, 31.055
9488.084, -3.948, 31.056
9488.451, -3.948, 31.058
9488.816, -3.948, 31.059
9489.184, -3.948, 31.061
9489.549, -3.948, 31.062
9489.916, -3.948, 31.063
9490.281, -3.948, 31.064
9490.648, -3.948, 31.065
9491.014, -3.948, 31.066
9491.381, -3.948, 31.067
9491.748, -3.948, 31.069
9492.113, -3.948, 31.070
9492.480, -3.948, 31.071
9492.846, -3.948, 31.072
9493.213, -3.948, 31.073
9493.578, -3.948, 31.074
9493.945, -3.948, 31.075
9494.311, -3.948, 31.076
9494.678, -3.948, 31.077
9495.043, -3.948, 31.078
9495.410, -3.948, 31.080
9495.775, -3.948, 31.081
9496.143, -3.948, 31.083
9496.508, -3.948, 31.084
9496.875, -3.948, 31.085
9497.240, -3.948, 31.086
9497.607, -3.948, 31.087
9497.973, -3.948, 31.088
9498.340, -3.948, 31.089
9498.705, -3.948, 31.090
9499.072, -3.948, 31.091
9499.438, -3.948, 31.092
9499.805, -3.948, 31.094
9500.170, -3.948, 31.095
9500.537, -3.948, 31.097
9500.902, -3.948, 31.098
9501.270, -3.948, 31.099
9501.635, -3.948, 31.100
9502.002, -3.948, 31.101
9502.367, -3.948, 31.102
9502.734, -3.948, 31.104
9503.100, -3.948, 31.105
9503.467, -3.948, 31.106
9503.832, -3.948, 31.107
9504.199, -3.948, 31.108
9504.564, -3.948, 31.110
9504.932, -3.948, 31.111
9505.297, -3.948, 31.113
9505.664, -3.948, 31.114
9506.029, -3.948, 31.115
9506.396, -3.948, 31.116
9506.762, -3.948, 31.117
9507.129, -3.948, 31.118
9507.494, -3.948, 31.120
9507.861, -3.948, 31.121
9508.227, -3.948, 31.122
9508.594, -3.948, 31.123
9508.959, -3.948, 31.124
9509.326, -3.948, 31.125
9509.691, -3.948, 31.126
9510.059, -3.948, 31.127
9510.424, -3.948, 31.129
9510.791, -3.948, 31.130
9511.156, -3.948, 31.132
9511.523, -3.948, 31.133
9511.889, -3.948, 31.134
9512.256, -3.948, 31.135
9512.621, -3.948, 31.136
9512.988, -3.948, 31.137
9513.354, -3.948, 31.138
9513.721, -3.948, 31.139
9514.086, -3.948, 31.140
9514.453, -3.948, 31.141
9514.818, -3.948, 31.143
9515.186, -3.948, 31.144
9515.551, -3.948, 31.145
9515.918, -3.948, 31.146
9516.283, -3.948, 31.147
9516.650, -3.948, 31.148
9517.016, -3.948, 31.150
9517.383, -3.948, 31.151
9517.748, -3.948, 31.152
9518.115, -3.948, 31.154
9518.480, -3.948, 31.155
9518.848, -3.948, 31.156
9519.213, -3.948, 31.157
9519.580, -3.948, 31.157
9519.945, -3.948, 31.158
9520.312, -3.948, 31.160
9520.678, -3.948, 31.161
9521.045, -3.948, 31.162
9521.410, -3.948, 31.163
9521.777, -3.948, 31.164
9522.143, -3.948, 31.166
9522.510, -3.948, 31.167
9522.875, -3.948, 31.169
9523.242, -3.948, 31.170
9523.607, -3.948, 31.171
9523.975, -3.948, 31.171
9524.340, -3.948, 31.172
9524.707, -3.948, 31.174
9525.072, -3.948, 31.175
9525.439, -3.948, 31.177
9525.805, -3.948, 31.178
9526.172, -3.948, 31.179
9526.537, -3.948, 31.180
9526.904, -3.948, 31.181
9527.270, -3.948, 31.181
9527.637, -3.948, 31.183
9528.002, -3.948, 31.184
9528.369, -3.948, 31.186
9528.734, -3.948, 31.187
9529.102, -3.948, 31.188
9529.467, -3.948, 31.189
9529.834, -3.948, 31.190
9530.199, -3.948, 31.191
9530.566, -3.948, 31.193
9530.932, -3.948, 31.194
9531.299, -3.948, 31.196
9531.664, -3.948, 31.196
9532.031, -3.948, 31.197
9532.396, -3.948, 31.198
9532.764, -3.948, 31.199
9533.129, -3.948, 31.201
9533.496, -3.948, 31.203
9533.861, -3.948, 31.204
9534.229, -3.948, 31.205
9534.594, -3.948, 31.206
9534.961, -3.948, 31.206
9535.326, -3.948, 31.207
9535.693, -3.948, 31.208
9536.059, -3.948, 31.210
9536.426, -3.948, 31.211
9536.791, -3.948, 31.213
9537.158, -3.948, 31.214
9537.523, -3.948, 31.215
9537.891, -3.948, 31.216
9538.256, -3.948, 31.217
9538.623, -3.948, 31.218
9538.988, -3.948, 31.220
9539.355, -3.948, 31.221
9539.721, -3.948, 31.223
9540.088, -3.948, 31.224
9540.453, -3.948, 31.225
9540.820, -3.948, 31.226
9541.186, -3.948, 31.227
9541.553, -3.948, 31.228
9541.918, -3.948, 31.229
9542.285, -3.948, 31.230
9542.650, -3.948, 31.231
9543.018, -3.948, 31.232
9543.383, -3.948, 31.233
9543.750, -3.948, 31.234
9544.115, -3.948, 31.235
9544.482, -3.948, 31.236
9544.848, -3.948, 31.237
9545.215, -3.948, 31.238
9545.580, -3.948, 31.240
9545.947, -3.948, 31.241
9546.312, -3.948, 31.243
9546.680, -3.948, 31.244
9547.045, -3.948, 31.246
9547.412, -3.948, 31.247
9547.777, -3.948, 31.247
9548.145, -3.948, 31.248
9548.510, -3.948, 31.249
9548.877, -3.948, 31.251
9549.242, -3.948, 31.252
9549.609, -3.948, 31.254
9549.975, -3.948, 31.255
9550.342, -3.948, 31.256
9550.707, -3.948, 31.258
9551.074, -3.948, 31.259
9551.439, -3.948, 31.260
9551.807, -3.948, 31.260
9552.172, -3.948, 31.261
9552.539, -3.948, 31.263
9552.904, -3.948, 31.264
9553.271, -3.948, 31.265
9553.637, -3.948, 31.266
9554.004, -3.948, 31.267
9554.369, -3.948, 31.268
9554.736, -3.948, 31.269
9555.102, -3.948, 31.270
9555.469, -3.948, 31.272
9555.834, -3.948, 31.273
9556.201, -3.948, 31.275
9556.566, -3.948, 31.276
9556.934, -3.948, 31.277
9557.299, -3.948, 31.278
9557.666, -3.948, 31.279
9558.031, -3.948, 31.280
9558.398, -3.948, 31.281
9558.764, -3.948, 31.282
9559.131, -3.948, 31.283
9559.496, -3.948, 31.285
9559.863, -3.948, 31.286
9560.229, -3.948, 31.287
9560.596, -3.948, 31.288
9560.961, -3.948, 31.289
9561.328, -3.948, 31.291
9561.693, -3.948, 31.292
9562.061, -3.948, 31.293
9562.426, -3.948, 31.294
9562.793, -3.948, 31.295
9563.158, -3.948, 31.296
9563.525, -3.948, 31.297
9563.891, -3.948, 31.298
9564.258, -3.948, 31.299
9564.623, -3.948, 31.301
9564.990, -3.948, 31.302
9565.355, -3.948, 31.304
9565.723, -3.948, 31.305
9566.088, -3.948, 31.306
9566.455, -3.948, 31.308
9566.820, -3.948, 31.309
9567.188, -3.948, 31.310
9567.553, -3.948, 31.311
9567.920, -3.948, 31.312
9568.285, -3.948, 31.313
9568.652, -3.948, 31.314
9569.018, -3.948, 31.315
9569.385, -3.948, 31.317
9569.750, -3.948, 31.318
9570.117, -3.948, 31.319
9570.482, -3.948, 31.320
9570.850, -3.948, 31.321
9571.215, -3.948, 31.322
9571.582, -3.948, 31.323
9571.947, -3.948, 31.324
9572.314, -3.948, 31.326
9572.680, -3.948, 31.327
9573.047, -3.948, 31.328
9573.412, -3.948, 31.330
9573.779, -3.948, 31.331
9574.145, -3.948, 31.332
9574.512, -3.948, 31.333
9574.877, -3.948, 31.334
9575.244, -3.948, 31.335
9575.609, -3.948, 31.337
9575.977, -3.948, 31.338
9576.342, -3.948, 31.339
9576.709, -3.948, 31.340
9577.076, -3.948, 31.341
9577.441, -3.948, 31.342
9577.809, -3.948, 31.343
9578.174, -3.948, 31.344
9578.541, -3.948, 31.345
9578.906, -3.948, 31.347
9579.273, -3.948, 31.348
9579.639, -3.948, 31.349
9580.006, -3.948, 31.350
9580.371, -3.948, 31.351
9580.738, -3.948, 31.353
9581.104, -3.948, 31.354
9581.471, -3.948, 31.356
9581.836, -3.948, 31.357
9582.203, -3.948, 31.358
9582.568, -3.948, 31.359
9582.936, -3.948, 31.360
9583.301, -3.948, 31.360
9583.668, -3.948, 31.361
9584.033, -3.948, 31.362
9584.400, -3.948, 31.364
9584.766, -3.948, 31.366
9585.133, -3.948, 31.367
9585.498, -3.948, 31.369
9585.865, -3.948, 31.369
9586.230, -3.948, 31.370
9586.598, -3.948, 31.371
9586.963, -3.948, 31.372
9587.330, -3.948, 31.374
9587.695, -3.948, 31.375
9588.062, -3.948, 31.377
9588.428, -3.948, 31.377
9588.795, -3.948, 31.378
9589.160, -3.948, 31.379
9589.527, -3.948, 31.380
9589.893, -3.948, 31.381
9590.260, -3.948, 31.383
9590.625, -3.948, 31.385
9590.992, -3.948, 31.386
9591.357, -3.948, 31.387
9591.725, -3.948, 31.388
9592.090, -3.948, 31.389
9592.457, -3.948, 31.390
9592.822, -3.948, 31.392
9593.189, -3.948, 31.393
9593.555, -3.948, 31.394
9593.922, -3.948, 31.395
9594.287, -3.948, 31.396
9594.654, -3.948, 31.397
9595.020, -3.948, 31.398
9595.387, -3.948, 31.399
9595.752, -3.948, 31.401
9596.119, -3.948, 31.402
9596.484, -3.948, 31.403
9596.852, -3.948, 31.404
9597.217, -3.948, 31.405
9597.584, -3.948, 31.406
9597.949, -3.948, 31.407
9598.316, -3.948, 31.409
9598.682, -3.948, 31.410
9599.049, -3.948, 31.411
9599.414, -3.948, 31.412
9599.781, -3.948, 31.413
9600.146, -3.948, 31.415
9600.514, -3.948, 31.417
9600.879, -3.948, 31.418
9601.246, -3.948, 31.420
9601.611, -3.948, 31.420
9601.979, -3.948, 31.421
9602.344, -3.948, 31.421
9602.711, -3.948, 31.422
9603.076, -3.948, 31.424
9603.443, -3.948, 31.425
9603.809, -3.948, 31.426
9604.176, -3.948, 31.428
9604.541, -3.948, 31.429
9604.908, -3.948, 31.430
9605.273, -3.948, 31.431
9605.641, -3.948, 31.432
9606.006, -3.948, 31.434
9606.373, -3.948, 31.435
9606.738, -3.948, 31.435
9607.105, -3.948, 31.436
9607.471, -3.948, 31.437
9607.838, -3.948, 31.439
9608.203, -3.948, 31.440
9608.570, -3.948, 31.441
9608.936, -3.948, 31.443
9609.303, -3.948, 31.444
9609.668, -3.948, 31.444
9610.035, -3.948, 31.445
9610.400, -3.948, 31.447
9610.768, -3.948, 31.448
9611.133, -3.948, 31.449
9611.500, -3.948, 31.450
9611.865, -3.948, 31.451
9612.232, -3.948, 31.453
9612.598, -3.948, 31.454
9612.965, -3.948, 31.456
9613.330, -3.948, 31.457
9613.697, -3.948, 31.458
9614.062, -3.948, 31.459
9614.430, -3.948, 31.460
9614.795, -3.948, 31.461
9615.162, -3.948, 31.462
9615.527, -3.948, 31.463
9615.895, -3.948, 31.464
9616.260, -3.948, 31.466
9616.627, -3.948, 31.467
9616.992, -3.948, 31.469
9617.359, -3.948, 31.470
9617.725, -3.948, 31.471
9618.092, -3.948, 31.472
